,image,ground_truth,tesseract,easyocr,ground_truth_t,tesseract_t,easyocr_t
306,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1931x172 at 0x7BF63A60B310>,مشمس، دراق، غيظ، ناء ،بث ،نسر,"مشمسن »2 دراق» غرظ2 ناء »نث السشير
",نسر ناء  لث مشمس   دراق  غبظ,مشمس، دراق، غيظ، ناء ،بث ،نسر,"مشمسن »2 دراق» غرظ2 ناء »نث السشير
",نسر ناء  لث مشمس   دراق  غبظ
307,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=386x123 at 0x7BF63A60B890>,بِنايَةِ قِصَّة خاصَّةٍ,,ناة قصًة خاصة,بناية قصة خاصة,,ناة قصة خاصة
308,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1475x160 at 0x7BF63A60BE10>,مِنها بِصُورَةٍ تجاريه، تَأْتِيها بِأَرْياح حسنه، وَاِكْتَفَت بِتَوْسِيعِ,"منها بِصُورَةِ تجاريه. تَأتِيها بأزياح حسنه. وَإكْتَفَت بتَؤسيع
",بأزياح حسنهء وإختفت بتؤسيع منها بضورة تجاريه  تأتيها,منها بصورة تجاريه، تأتيها بأرياح حسنه، واكتفت بتوسيع,"منها بصورة تجاريه. تأتيها بأزياح حسنه. وإكتفت بتؤسيع
",بأزياح حسنهء وإختفت بتؤسيع منها بضورة تجاريه  تأتيها
309,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1137x124 at 0x7BF63A609510>,وَاِسْتَخْدَمَت فِي إِصْلاحه الوَسائِلِ العِلْمِيَّةِ الحديثه. وَ أَمّا,"وَإِسْتَخْدَمَت فى إضلاحه الؤوسائل العِلْمِيَّةَ الحديثه. وَ أَمْ
",واستخدمت في إضلاحه الوسائل العلمية الحديثه . وأمًا,واستخدمت في إصلاحه الوسائل العلمية الحديثه. و أما,"وإستخدمت فى إضلاحه الؤوسائل العلمية الحديثه. و أم
",واستخدمت في إضلاحه الوسائل العلمية الحديثه . وأما
310,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1025x131 at 0x7BF63A5D8F90>,قَضِيَّةِ هامَّةً مِن وِجْهَةِ النَظَرِ الاسلاميه، فَالمَرْأَة الجَمِيلَةِ,"0-4

مِن وِجْهَةَ النَظَرِ الاسلاميه. فَالمَرأَة الجَمِيلَة

2

57
قَضْكة ها

عد مر

5
",وجهة النظر الاسلاميه فالمرأة الجميلة هامًةً قضيًة من,قضية هامة من وجهة النظر الاسلاميه، فالمرأة الجميلة,"0-4

من وجهة النظر الاسلاميه. فالمرأة الجميلة

2

57
قضكة ها

عد مر

5
",وجهة النظر الاسلاميه فالمرأة الجميلة هامة قضية من
311,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1305x176 at 0x7BF63A5D8750>,"العَرَبِ وَقَبائِلهم فِي عهده، وَوَصَفَ أَحْوالهم التِجارِيَّة ,الاجتماعيه","العرب وقبائلهم فج عهد 4 وَوَصَف أموالهم التجاريّة ,الاجتماعية
",التبارية الابتماعيه  وًوصف وقبائلهم فاي أموالهم عهده الدرب,"العرب وقبائلهم في عهده، ووصف أحوالهم التجارية ,الاجتماعيه","العرب وقبائلهم فج عهد 4 ووصف أموالهم التجارية ,الاجتماعية
",التبارية الابتماعيه  ووصف وقبائلهم فاي أموالهم عهده الدرب
312,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=857x117 at 0x7BF63A5DA4D0>,ثم، تُشَكِّل صِيانَةِ هٰذِهِ المُكْتَسَباتِ فِي اِتِّجاهِ يَخْدِم,"تم تُسَكّل صِيائة هذه الكْتَسباتٍ في إنُجاه يَخْدم
",الكتسبات ف9 اتجاه ث  تشكل صيانة فذ يخدم,ثم، تشكل صيانة هذه المكتسبات في اتجاه يخدم,"تم تسكل صيائة هذه الكتسبات في إنجاه يخدم
",الكتسبات ف9 اتجاه ث  تشكل صيانة فذ يخدم
313,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=924x123 at 0x7BF63A5DA410>,بينهم. قالَ أَبُو حاتم: هُوَ فِي أَيْدِيَهُم إِلَى,"يسهم..قا|ا الابلللو.أنمم:ولا ولا فال ل بالات باولا إلالللى
",بسهم قال٥ ٥٤رآ وحاتم : ه٥و٥ ف٥وا٥ب٥د ٥باهام إ٥ا٥و,بينهم. قال أبو حاتم: هو في أيديهم إلى,"يسهم..قا|ا الابلللو.أنمم:ولا ولا فال ل بالات باولا إلالللى
",بسهم قال٥ ٥٤رآ وحاتم : ه٥و٥ ف٥وا٥ب٥د ٥باهام إ٥ا٥و
314,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=877x132 at 0x7BF63A5DB510>,لا يُزاحِمها نَبات آخَرِ مِن النبات.,"لايزاجمها نّبات آكَر مِن النبات.
",من النبات . لا يزاجمها نبات آخر,لا يزاحمها نبات آخر من النبات.,"لايزاجمها نبات آكر من النبات.
",من النبات . لا يزاجمها نبات آخر
315,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=637x111 at 0x7BF63A5DB490>,مِنهُم مِن الحضر. فَهُم فِي نِزاعٍ دائِمٍ فِيما,"منهّم مِن الحضر. فهُم فِي ززاع دائم فِيما
",في نزاع دائم فيما منهم من فهم الحضر.,منهم من الحضر. فهم في نزاع دائم فيما,"منهم من الحضر. فهم في ززاع دائم فيما
",في نزاع دائم فيما منهم من فهم الحضر.
316,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1339x183 at 0x7BF63A5DBED0>,فَداكَ دُفْعَتَها إِلَى صِدِّيق لِيَ دِهان فَأَلْقاها فِي,"قَداكَ دُفْعَتَها إلى صِدَّيق لي دهان فَألّقاها فى
",فداكً دفعتها إلى صديق لي دهان فأًلقاها في,فداك دفعتها إلى صديق لي دهان فألقاها في,"قداك دفعتها إلى صديق لي دهان فألقاها فى
",فداك دفعتها إلى صديق لي دهان فألقاها في
317,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1239x130 at 0x7BF63A5DB850>,لِآبِدٍ مِن بَذْلَ الجُهُودِ لِتَحْسِينِ التَعْلِيمِ وَالخَدَماتِ,"ِدَبدٍ مِن بَذْلَ الحُقُودٍ لِتَحْسِين التَعْليع وَالحَدَماتٍ
",لآبد من بذل الجهود لثًخسين الثغليم والخدمات,لآبد من بذل الجهود لتحسين التعليم والخدمات,"دبد من بذل الحقود لتحسين التعليع والحدمات
",لآبد من بذل الجهود لثخسين الثغليم والخدمات
318,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1317x207 at 0x7BF639178390>,تُهَدِّد السُلْطَةِ التَقْلِيدِيَّةِ للناقد. هَل يُمْكِن أَنَّ يَكُون,"-
ا

6 8

نَُدّد الشلظة التَفْلِيدَِةِ للناقد. هل يُمكن أن يَكُون
",تمدد السلطة الثقليديةة للناقد. هل يفكن أنً يكون,تهدد السلطة التقليدية للناقد. هل يمكن أن يكون,"-
ا

6 8

ندد الشلظة التفليدة للناقد. هل يمكن أن يكون
",تمدد السلطة الثقليديةة للناقد. هل يفكن أن يكون
319,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1157x125 at 0x7BF639178310>,قِراءات لِنُصُوصٍ جاهليه، وَإِن تَضَمَّنَت بِعَضِّ أَسْماءَ يَمانِيّه,"قرادات لنصوص جاهلبه| | وإن تُفهتت بقض أشماة بمائنه
",وإل تضمنت بقض أسماء إهائته جاسلبد قراءات لنضوصر,قراءات لنصوص جاهليه، وإن تضمنت بعض أسماء يمانيه,"قرادات لنصوص جاهلبه| | وإن تفهتت بقض أشماة بمائنه
",وإل تضمنت بقض أسماء إهائته جاسلبد قراءات لنضوصر
320,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=676x142 at 0x7BF639179590>,إِلّا مِن قِلَّةٌ الشُكْرِ له! ثُمَّ دَعا لَهُ,"إِنا مِن قَلَةٌ الشخْر له! نُمّْ دعا لَهُ
",إلامن قلةً الشحر له ثمً دعا ل ,إلا من قلة الشكر له! ثم دعا له,"إنا من قلة الشخر له! نم دعا له
",إلامن قلة الشحر له ثم دعا ل 
321,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1057x145 at 0x7BF6391799D0>,مِمّا لَم يَعُد مُسْتَخْدَماً فِي هٰذا العَصْرِ فِي,,في مقا تم يفد فستخدمأً في هذا القضر,مما لم يعد مستخدما في هذا العصر في,,في مقا تم يفد فستخدمأ في هذا القضر
322,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1296x140 at 0x7BF639179E10>,خَزّاناتِ عَظِيمَةً لِلطاقَةِ الشَمْسِيَّةُ الحَرارِيَّةِ وَذٰلِكَ لَقُدْرَتها الفائِقَةِ,"خرّانات عظبقة للحلاقة السَفسيَةَ الحراربّة ود الك أَقدرِنوا الفائقة
",حزانات عظبمنً للطاقة السمسبةً الحراربة ون_ لك لقدرئها الفائقة,خزانات عظيمة للطاقة الشمسية الحرارية وذلك لقدرتها الفائقة,"خرانات عظبقة للحلاقة السفسية الحراربة ود الك أقدرنوا الفائقة
",حزانات عظبمن للطاقة السمسبة الحراربة ون_ لك لقدرئها الفائقة
323,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=831x119 at 0x7BF63917A750>,فِي القليل. وَلَو راجعوها، لَكانَ ما جاؤُوا بِهِ,"في القليل. ولو راجعوهاء لكان ما جاؤُوا به
",ولو راجعوهاء لكان ما جاؤوا به ٠ في القليل,في القليل. ولو راجعوها، لكان ما جاؤوا به,"في القليل. ولو راجعوهاء لكان ما جاؤوا به
",ولو راجعوهاء لكان ما جاؤوا به ٠ في القليل
324,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1381x171 at 0x7BF63917AC50>,الواحِدِ إِذا لَم بِكُنَّ مَدُّونا مكتوبا، وَلِهٰذا جَوْز,"الواجِد إذا لم بِكُْنَّ مَدُونا مكتوباء وَلِهذَا جُوْزِ
",الواحد إذا لم بئن مذونا مكتوباء ولهذا جوز,الواحد إذا لم بكن مدونا مكتوبا، ولهذا جوز,"الواجد إذا لم بكن مدونا مكتوباء ولهذا جوز
",الواحد إذا لم بئن مذونا مكتوباء ولهذا جوز
325,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=930x110 at 0x7BF63917B190>,الناحيه، وَهُما بِذٰلِكَ يُزِيلانِ اللَبْس الوارِدِ فِي مَعْلُوماتٍ,"الناحيه. وَهُما بِذْيِكَ يُزِيلانٍ الس الوارِدٍ فِي مَعْلُوماتٍ
",الناحيه وهما بذلك يزيلان اللبس الوارد في فغلومات,الناحيه، وهما بذلك يزيلان اللبس الوارد في معلومات,"الناحيه. وهما بذيك يزيلان الس الوارد في معلومات
",الناحيه وهما بذلك يزيلان اللبس الوارد في فغلومات
326,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1350x218 at 0x7BF63917B710>,الدارِسُونَ أَنَّ تَعْلَم اللُغَةِ الصِينِيَّة يُسَهِّل وَيُشَجِّع نَقْلِ,"َِ 5
5
3 أن

الدارشون أَنَّ تغّم الئّْعَةٍ الصِينِيّة يُسَبَل وَيُشَجَعِ قل
",الدارشون أنً ثغلم اللغة الصينثة يستل ويشجع نثل,الدارسون أن تعلم اللغة الصينية يسهل ويشجع نقل," 5
5
3 أن

الدارشون أن تغم الئعة الصينية يسبل ويشجع قل
",الدارشون أن ثغلم اللغة الصينثة يستل ويشجع نثل
327,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1326x411 at 0x7BF63917BD10>,"الكحوليات"". غَيْران ذٰلِكَ كُلِّهِ","الكحوليات"". غَيْران ذلك كُلْهِ
",غيران ذلك كله الكحوليات,"الكحوليات"". غيران ذلك كله","الكحوليات"". غيران ذلك كله
",غيران ذلك كله الكحوليات
328,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1083x117 at 0x7BF63917BA10>,آخَرِ عِنْدَ وُصُولِنا طُفْنا وَسَعَيْنا مَعَ شيخ. كانَ جارِي فِي,"آكَرٍ عِنْدَ وضْولِنا ظفنا وَسَعَيْنا قم شيخ. كانَ جاري في
",كان جاري في آخر عند وضولنا ظفنا وسفينا قغ شيخ.,آخر عند وصولنا طفنا وسعينا مع شيخ. كان جاري في,"آكر عند وضولنا ظفنا وسعينا قم شيخ. كان جاري في
",كان جاري في آخر عند وضولنا ظفنا وسفينا قغ شيخ.
329,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1292x176 at 0x7BF63917B350>,المُقْتَرِنَة بِالإِرادَة وَالقِيَمِ وَالناسُ فِي ذٰلِكَ,"المُفْترنة بالإرادّة وَالقِيَمِ والناش فِى ذُلِكَ
",المقترنة بالإرادة والقيم والناس في ذلك,المقترنة بالإرادة والقيم والناس في ذلك,"المفترنة بالإرادة والقيم والناش فى ذلك
",المقترنة بالإرادة والقيم والناس في ذلك
